 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,4640,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,16594.82759,646.5517241,2320.0,3058.943935,4483,157,4640,2320.0,3058.943935,4483,157,0,0.0,0.0,0,0,1,0,0,0,96,0,646.5517241,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,96,0,0,0,0,0,0,3,77,0,0,399,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10337467,41,44,5937,52686,487,0,144.804878,212.7105098,2896,0,1197.409091,756.8168442,5670.924995,8.222517179,123065.0833,554901.4857,4959722,2,5377742,134443.55,203037.467,1089077,48,10100000,235984.0465,780931.204,4997284,2,0,0,0,0,1320,1416,3.966155345,4.256361834,0,2896,681.6627907,770.2123406,593227.0497,0,0,0,1,0,0,0,0,1,689.6823529,144.804878,1197.409091,1320,0,0,0,0,0,0,41,5937,44,52686,29200,258,14,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48109,11,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1090909.091,181818.1818,11.0,0.0,11,11,11,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0,0,0,40,0,181818.1818,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,44453088,3,3,177,427,76,47,59.0,15.13274595,158,131,142.3333333,14.0118997,13.58735753,0.13497375,8890617.6,12200000.0,24200000,23727,44400000,22200000.0,2947438.146,24300000,20100000,44400000,22200000.0,2859993.079,24200000,20200000,0,0,0,0,84,72,0.067486875,0.067486875,47,158,97.14285714,44.326172,1964.809524,0,0,0,0,0,0,0,0,1,113.3333333,59.0,142.3333333,84,0,0,0,0,0,0,3,177,3,427,-1,-1,2,20,54668.5,43757.88894,85610,23727,22200000.0,2903680.257,24200000,20100000,BENIGN
443,115140062,21,18,731,5614,368,0,34.80952381,91.99218393,2045,0,311.8888889,635.3913929,55.1067968,0.3387179,3030001.632,4654670.927,10200000,1,115000000,5757003.1,5098390.363,10200000,16,113000000,6625391.0,5030074.642,10200000,49,0,0,0,0,680,584,0.182386562,0.156331338,0,2045,158.625,447.2836356,200062.6506,0,0,0,1,0,0,0,0,0,162.6923077,34.80952381,311.8888889,680,0,0,0,0,0,0,21,731,18,5614,29200,122,4,32,39669.45455,32884.79951,138820,29577,10200000.0,35370.41762,10200000,10100000,BENIGN
53,231,2,2,156,412,78,78,78.0,0.0,206,206,206.0,0.0,2458874.459,17316.01732,77.0,90.31611152,178,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,40,8658.008658,8658.008658,78,206,129.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,161.5,78.0,206.0,40,0,0,0,0,0,0,2,156,2,412,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47052,78,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,153846.1538,25641.02564,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12820.51282,12820.51282,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,14600,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5818690,3,1,300,623,288,6,100.0,162.8127759,623,623,623.0,0.0,158.6267699,0.687439956,1939563.333,3087480.172,5504448,122024,5818690,2909345.0,3670029.858,5504448,314242,0,0.0,0.0,0,0,1,0,0,0,60,20,0.515579967,0.171859989,6,623,242.2,255.3354656,65196.2,0,1,0,0,1,0,0,0,0,302.75,100.0,623.0,60,0,0,0,0,0,0,3,300,1,623,16234,16384,2,20,314242.0,0.0,314242,314242,5504448.0,0.0,5504448,5504448,BENIGN
39351,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1120,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,242,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,975206.6116,16528.92562,80.66666667,134.5226127,236,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,8264.46281,8264.46281,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50334,15,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,3266666.667,266666.6667,5.0,5.291502622,11,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,20,200000.0,66666.66667,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,277,2,2,86,222,43,43,43.0,0.0,111,111,111.0,0.0,1111913.357,14440.43321,92.33333333,157.3287429,274,1,2,2.0,0.0,2,2,1,1.0,0.0,1,1,0,0,0,0,40,40,7220.216606,7220.216606,43,111,70.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,87.75,43.0,111.0,40,0,0,0,0,0,0,2,86,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,172,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1000000.0,23255.81395,57.33333333,93.24340906,165,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11627.90698,11627.90698,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30347,1,1,39,295,39,39,39.0,0.0,295,295,295.0,0.0,11006.03025,65.90437276,30347.0,0.0,30347,30347,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.95218638,32.95218638,39,295,124.3333333,147.8016689,21845.33333,0,0,0,0,0,0,0,0,1,186.5,39.0,295.0,20,0,0,0,0,0,0,1,39,1,295,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31556,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,5450.627456,126.758778,10518.66667,18213.66905,31550,1,5,5.0,0.0,5,5,1,1.0,0.0,1,1,0,0,0,0,40,40,63.37938902,63.37938902,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116101344,34,36,6678,23821,1718,0,196.4117647,467.3432401,1418,0,661.6944444,659.8608866,262.6929108,0.60292153,1682628.174,3697163.455,10000000,2,116000000,3516742.636,4764827.393,10100000,48,116000000,3315787.886,4700743.2,10100000,2,0,0,0,0,1096,1160,0.2928476,0.31007393,0,1718,429.5633803,614.3486849,377424.3066,0,0,0,1,0,0,0,0,1,435.7,196.4117647,661.6944444,1096,0,0,0,0,0,0,34,6678,36,23821,29200,254,8,32,522919.6364,1572384.743,5263838,48612,10000000.0,8716.222256,10000000,10000000,BENIGN
49881,5768,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6.0,0.0,9708.737864,693.481276,1922.666667,3302.469127,5736,3,5768,2884.0,4074.349273,5765,3,0,0.0,0.0,0,0,0,0,0,0,60,20,520.110957,173.370319,6,38,12.4,14.31083506,204.8,0,0,0,0,1,0,0,0,0,15.5,16.66666667,6.0,60,0,0,0,0,0,0,3,50,1,6,351,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5356414,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.240304801,0.746768267,1785471.333,3072171.497,5332884,136,5356414,2678207.0,3754280.217,5332884,23530,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5600762,0.186692067,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115637210,16,14,514,2058,430,0,32.125,106.1105556,2052,0,147.0,548.2990481,22.24197557,0.259432063,3987490.0,4880390.498,9998156,23,116000000,7709147.333,4153445.486,10000000,144,110000000,8480249.769,3757894.77,10000000,1860,0,0,0,0,332,424,0.138363767,0.121068296,0,2052,82.96774194,373.3966152,139425.0323,0,0,0,1,0,0,0,0,0,85.73333333,32.125,147.0,332,0,0,0,0,0,0,16,514,14,2058,8192,946,15,20,25950.54545,7888.458713,49406,22907,9996192.545,3205.980704,9998156,9987413,BENIGN
47936,98424558,7,6,11595,368,5792,0,1656.428571,2429.118623,350,0,61.33333333,141.4477524,121.5448689,0.132080857,8202046.5,28400000.0,98400000,4,98400000,16400000.0,40200000.0,98400000,48,98400000,19700000.0,44000000.0,98400000,4,0,0,0,0,232,164,0.071120462,0.060960396,0,5792,854.5,1850.368311,3423862.885,0,0,0,0,1,0,0,0,0,920.2307692,1656.428571,61.33333333,232,0,0,0,0,0,0,7,11595,6,368,235,229,3,32,10916.0,0.0,10916,10916,98400000.0,0.0,98400000,98400000,BENIGN
53,53078,4,4,108,380,27,27,27.0,0.0,95,95,95.0,0.0,9194.016353,150.7215796,7582.571429,18060.90109,48380,1,52788,17596.0,30433.8742,52738,1,4649,1549.666667,2638.297999,4596,4,0,0,0,0,80,80,75.36078978,75.36078978,27,95,57.22222222,35.83914682,1284.444444,0,0,0,0,0,0,0,0,1,64.375,27.0,95.0,80,0,0,0,0,0,0,4,108,4,380,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,119,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,100840.3361,16806.72269,119.0,0.0,119,119,119,119.0,0.0,119,119,0,0.0,0.0,0,0,0,0,0,0,40,0,16806.72269,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5235867,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,32.27736686,1.145942019,1047173.4,2308260.13,5176129,17,5235867,1308966.75,2578213.405,5176129,17,0,0.0,0.0,0,0,1,0,0,0,160,32,0.954951682,0.190990336,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,321,431,2,32,52600.0,0.0,52600,52600,5176129.0,0.0,5176129,5176129,BENIGN
54374,4,2,0,247,0,216,31,123.5,130.8147545,0,0,0.0,0.0,61800000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,31,216,154.3333333,106.8097998,11408.33333,0,1,0,0,1,0,0,0,0,231.5,123.5,0.0,40,0,0,0,0,0,0,2,247,0,0,237,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49323,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,3,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
465,2000534,16,23,1396,4574,378,0,87.25,89.88251591,2860,0,198.8695652,599.3649142,2984.203218,19.49479489,52645.63158,142869.0702,859016,3,1950797,130053.1333,232342.438,908889,747,1950958,88679.90909,180798.9189,859016,3,0,0,0,0,332,472,7.99786457,11.49693032,0,2860,149.25,457.5529534,209354.7051,0,0,0,1,0,0,0,0,1,153.0769231,87.25,198.8695652,332,0,0,0,0,0,0,16,1396,23,4574,8192,176,15,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5507040,8,6,380,5450,199,0,47.5,74.19279903,2266,0,908.3333333,950.1725457,1058.644934,2.542200529,423618.4615,1404137.115,5093153,3,5507040,786720.0,1901175.669,5093153,3,151675,30335.0,39234.95111,79405,49,0,0,0,0,172,132,1.452686016,1.089514512,0,2266,388.6666667,719.8815048,518229.381,0,0,0,1,0,0,0,0,0,416.4285714,47.5,908.3333333,172,0,0,0,0,0,0,8,380,6,5450,8192,31,7,20,413884.0,0.0,413884,413884,5093153.0,0.0,5093153,5093153,BENIGN
53,93505,2,2,80,274,40,40,40.0,0.0,137,137,137.0,0.0,3785.893802,42.77846104,31168.33333,53979.07475,93498,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,88,64,21.38923052,21.38923052,40,137,78.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,98.5,40.0,137.0,88,0,0,0,0,0,0,2,80,2,274,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31349,2,2,68,260,34,34,34.0,0.0,130,130,130.0,0.0,10462.85368,127.5957766,10449.66667,18092.42539,31341,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,63.79788829,63.79788829,34,130,72.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,90.5,34.0,130.0,64,0,0,0,0,0,0,2,68,2,260,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,130450,20,25,176,440,43,0,8.8,12.68069399,52,0,17.6,16.1606518,4722.115753,344.9597547,2964.772727,12722.96452,73506,1,130380,6862.105263,26693.04453,116686,1,130331,5430.458333,17004.10735,73506,1,0,0,0,0,656,816,153.3154465,191.6443082,0,52,13.39130435,15.17816891,230.3768116,0,0,0,1,0,0,0,0,1,13.68888889,8.8,17.6,656,0,0,0,0,0,0,20,176,25,440,29200,227,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5725818,4,4,376,337,376,0,94.0,188.0,337,0,84.25,168.5,124.5236925,1.397180281,817974.0,1855219.96,5005486,32,720223,240074.3333,231132.5188,506962,105944,5619906,1873302.0,2729870.307,5005486,193,0,0,0,0,136,136,0.69859014,0.69859014,0,376,79.22222222,157.5037918,24807.44444,0,0,0,1,0,0,0,0,1,89.125,94.0,84.25,136,0,0,0,0,0,0,4,376,4,337,29200,122,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53931,150345,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,119.7246333,19.95410556,75172.5,106288.7558,150330,15,150345,150345.0,0.0,150345,150345,0,0.0,0.0,0,0,0,0,0,0,40,20,13.30273704,6.651368519,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,62,16417,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31280,2,2,66,500,33,33,33.0,0.0,250,250,250.0,0.0,18094.62916,127.8772379,10426.66667,18053.45425,31273,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,63.93861893,63.93861893,33,250,119.8,118.855795,14126.7,0,0,0,0,0,0,0,0,1,149.75,33.0,250.0,64,0,0,0,0,0,0,2,66,2,500,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117563400,15,13,588,4139,202,0,39.2,64.72380882,1418,0,318.3846154,526.9053581,40.20809197,0.238169362,4354200.0,15600000.0,59000000,3,118000000,8397385.714,21300000.0,59000000,215,118000000,9793900.333,22800000.0,59000000,3,0,0,0,0,500,424,0.12759073,0.110578632,0,1418,163.0,376.0956375,141447.9286,0,0,0,1,0,0,0,0,0,168.8214286,39.2,318.3846154,500,0,0,0,0,0,0,15,588,13,4139,29200,349,6,32,157138.5,169843.5133,277236,37041,58600000.0,512587.3625,59000000,58200000,BENIGN
21,50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60000.0,25.0,33.9411255,49,1,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,299,2,2,68,232,34,34,34.0,0.0,116,116,116.0,0.0,1003344.482,13377.92642,99.66666667,170.8956797,297,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,6688.963211,6688.963211,34,116,66.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,83.5,34.0,116.0,80,0,0,0,0,0,0,2,68,2,232,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51152,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,1492,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,210,2,2,78,238,39,39,39.0,0.0,119,119,119.0,0.0,1504761.905,19047.61905,70.0,80.29321266,159,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,9523.809524,9523.809524,39,119,71.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,88.75,39.0,119.0,40,0,0,0,0,0,0,2,78,2,238,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5353,18,13,0,1534,0,118,118,118.0,0.0,0,0,0.0,0.0,85200000.0,722222.2222,1.5,1.167748416,5,1,18,1.5,1.167748416,5,1,0,0.0,0.0,0,0,0,0,0,0,416,0,722222.2222,0.0,118,118,118.0,0.0,0.0,0,0,0,0,0,0,0,0,0,127.0769231,118.0,0.0,416,0,0,0,0,0,0,13,1534,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,152,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,605263.1579,26315.78947,50.66666667,86.02519011,150,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,13157.89474,13157.89474,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,30392075,6,9,1051,4659,1027,0,175.1666667,417.3183038,1682,0,517.6666667,765.066337,187.8779254,0.493549716,2170862.5,4231334.535,9999747,2,20400000,4083805.2,5416792.607,10000000,123,30400000,3794450.125,5140838.429,10000000,2,0,0,0,0,132,216,0.197419887,0.29612983,0,1682,356.875,638.3070186,407435.85,0,0,0,1,0,0,0,0,1,380.6666667,175.1666667,517.6666667,132,0,0,0,0,0,0,6,1051,9,4659,8192,62,5,20,211884.5,248507.7285,387606,36163,9997628.5,2996.011432,9999747,9995510,BENIGN
