 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,4334480,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,41.75818091,1.384249091,866896.0,1896154.261,4258670,16,4334480,1083620.0,2116776.737,4258670,16,0,0.0,0.0,0,0,1,0,0,0,100,20,1.153540909,0.230708182,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,43800,20580,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,54777674,7,4,1030,1229,522,0,147.1428571,251.3267651,716,0,307.25,364.332609,41.23942904,0.200811739,5477767.4,17300000.0,54700000,58,54800000,9129612.333,22300000.0,54700000,488,62870,20956.66667,15905.09951,33043,2938,0,0,0,0,236,136,0.127789289,0.073022451,0,716,188.25,283.0220438,80101.47727,0,0,0,1,0,0,0,0,0,205.3636364,147.1428571,307.25,236,0,0,0,0,0,0,7,1030,4,1229,65535,61,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65675462,17,14,736,4935,420,0,43.29411765,110.8240524,1448,0,352.5,571.516976,86.34884061,0.472017997,2189182.067,4105513.009,10200000,6,65700000,4104716.375,4953882.436,10200000,97,65600000,5048033.385,5060478.862,10200000,48,0,0,0,0,552,456,0.258848579,0.213169418,0,1448,177.21875,409.9239689,168037.6603,0,0,0,1,0,0,0,0,0,182.9354839,43.29411765,352.5,552,0,0,0,0,0,0,17,736,14,4935,29200,79,3,32,834992.0,1921546.322,4757332,50374,10100000.0,149816.0659,10200000,9815700,BENIGN
443,22266266,16,13,7116,12427,1358,0,444.75,632.3856945,1883,0,955.9230769,793.1550354,877.695434,1.302418645,795223.7857,2245622.723,9796179,4,12500000,831338.8667,1843623.664,7029621,6565,22200000,1852847.5,3290536.729,9994172,4,0,0,0,0,332,272,0.718575804,0.583842841,0,1883,651.4333333,739.5466777,546929.2885,0,0,0,1,0,0,0,0,0,673.8965517,444.75,955.9230769,332,0,0,0,0,0,0,16,7116,13,12427,8192,81,15,20,2720231.0,3471434.676,5174906,265556,8412900.0,1956251.922,9796179,7029621,BENIGN
14840,10246,15,6,19897,0,2896,0,1326.466667,1136.570208,0,0,0.0,0.0,1941928.557,2049.580324,512.3,1831.796762,8133,0,10246,731.8571429,2175.500821,8133,1,8345,1669.0,3727.525654,8337,0,0,0,0,0,496,208,1463.985946,585.5943783,0,2896,904.4090909,1122.979992,1261084.063,0,0,0,1,0,0,0,0,0,947.4761905,1326.466667,0.0,496,0,0,0,0,0,0,15,19897,6,0,29200,362,10,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,216,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1472222.222,18518.51852,72.0,122.9756073,214,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,9259.259259,9259.259259,34,125,70.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,40,0,0,0,0,0,0,2,68,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48268,1,1,78,206,78,78,78.0,0.0,206,206,206.0,0.0,5883.815364,41.43531947,48268.0,0.0,48268,48268,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.71765973,20.71765973,78,206,120.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,181.0,78.0,206.0,32,0,0,0,0,0,0,1,78,1,206,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41486,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,285,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,241,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,863070.5394,16597.51037,80.33333333,133.9452625,235,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8298.755187,8298.755187,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,53859,1,1,40,214,40,40,40.0,0.0,214,214,214.0,0.0,4716.01775,37.13399803,53859.0,0.0,53859,53859,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,18.56699902,18.56699902,40,214,98.0,100.4589468,10092.0,0,0,0,0,0,0,0,0,1,147.0,40.0,214.0,20,0,0,0,0,0,0,1,40,1,214,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42966,2,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,15500000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,65,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30588,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3857.721982,65.38511835,30588.0,0.0,30588,30588,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.69255917,32.69255917,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
14257,1,2,0,617,0,617,0,308.5,436.284884,0,0,0.0,0.0,617000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,617,411.3333333,356.2251161,126896.3333,0,1,0,0,1,0,0,0,0,617.0,308.5,0.0,64,0,0,0,0,0,0,2,617,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,107586,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,111.538676,18.58977934,107586.0,0.0,107586,107586,107586,107586.0,0.0,107586,107586,0,0.0,0.0,0,0,0,0,0,0,40,0,18.58977934,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,157,2,2,84,162,42,42,42.0,0.0,81,81,81.0,0.0,1566878.981,25477.70701,52.33333333,84.58329228,150,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12738.8535,12738.8535,42,81,57.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,72.0,42.0,81.0,64,0,0,0,0,0,0,2,84,2,162,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34230,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,132,297,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65424946,13,15,1074,4389,700,0,82.61538462,194.7449351,1428,0,292.6,511.0237344,83.50025998,0.427971312,2423146.148,4209089.346,10000000,4,60900000,5071656.833,5217086.563,10100000,266,65300000,4666945.5,5005238.814,10100000,4,0,0,0,0,272,384,0.198700966,0.229270346,0,1428,188.3793103,398.8812403,159106.2438,0,0,0,1,0,0,0,0,1,195.1071429,82.61538462,292.6,272,0,0,0,0,0,0,13,1074,15,4389,8192,243,12,20,151300.6667,152042.6415,461634,87749,9992013.0,14589.42381,10000000,9962712,BENIGN
53,30115,1,1,70,152,70,70,70.0,0.0,152,152,152.0,0.0,7371.741657,66.412087,30115.0,0.0,30115,30115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,33.2060435,33.2060435,70,152,97.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,146.0,70.0,152.0,20,0,0,0,0,0,0,1,70,1,152,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,263,2,2,70,264,35,35,35.0,0.0,132,132,132.0,0.0,1269961.977,15209.12548,87.66666667,150.11107,261,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,7604.562738,7604.562738,35,132,73.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,92.25,35.0,132.0,64,0,0,0,0,0,0,2,70,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61723289,6,6,230,596,43,32,38.33333333,5.085928299,168,59,99.33333333,53.45901857,13.38230696,0.194416082,5611208.091,16200000.0,54000000,3,61700000,12300000.0,23500000.0,54000000,3,61700000,12300000.0,23500000.0,54000000,3,0,0,0,0,120,120,0.097208041,0.097208041,32,168,66.61538462,46.85889894,2195.75641,0,0,0,0,0,0,0,0,1,72.16666667,38.33333333,99.33333333,120,0,0,0,0,0,0,6,230,6,596,-1,-1,5,20,234.5,71.4177849,285,184,30900000.0,32700000.0,54000000,7758214,BENIGN
14194,18418,15,1,29206,6,4380,6,1947.066667,1055.881721,6,6,6.0,0.0,1586057.118,868.7153871,1227.866667,4065.472313,15922,3,18418,1315.571429,4205.061944,15925,69,0,0.0,0.0,0,0,0,0,0,0,300,20,814.4206754,54.2947117,6,4380,1718.705882,1179.442653,1391084.971,0,0,0,0,1,0,0,0,0,1826.125,1947.066667,6.0,300,0,0,0,0,0,0,15,29206,1,6,1047,0,14,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,246435,3,4,313,420,313,0,104.3333333,180.7106343,420,0,105.0,210.0,2974.41516,28.4050561,41072.5,60176.77165,119273,3,118217,59108.5,83326.1702,118029,188,128444,42814.66667,66560.81178,119499,3,0,0,0,0,104,136,12.17359547,16.23146063,0,420,91.625,172.0497748,29601.125,0,0,0,1,0,0,0,0,1,104.7142857,104.3333333,105.0,104,0,0,0,0,0,0,3,313,4,420,29200,4693,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117894636,20,17,1529,6245,906,0,76.45,203.060135,1418,0,367.3529412,534.5209235,65.94023497,0.313839554,3274851.0,13600000.0,58900000,1,118000000,6204980.842,18500000.0,58900000,1,118000000,7365799.375,20000000.0,59000000,2,0,0,0,0,660,552,0.169643002,0.144196552,0,1418,204.5789474,408.5389678,166904.0882,0,0,0,1,0,0,0,0,0,210.1081081,76.45,367.3529412,660,0,0,0,0,0,0,20,1529,17,6245,29200,370,8,32,349870.0,378549.6153,617545,82195,58600000.0,488799.5833,58900000,58200000,BENIGN
53,47352,2,2,78,486,39,39,39.0,0.0,243,243,243.0,0.0,11910.79574,84.47372867,15784.0,27332.62777,47345,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,42.23686434,42.23686434,39,243,120.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,150.75,39.0,243.0,64,0,0,0,0,0,0,2,78,2,486,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,156,2,2,78,174,39,39,39.0,0.0,87,87,87.0,0.0,1615384.615,25641.02564,52.0,84.87048957,150,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12820.51282,12820.51282,39,87,58.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,72.75,39.0,87.0,64,0,0,0,0,0,0,2,78,2,174,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,119999678,17,16,3505,1392,701,0,206.1764706,329.237421,349,0,87.0,155.6316163,40.80844284,0.275000738,3749989.937,4728763.081,10000000,3,120000000,7499979.875,4333711.106,10300000,247441,111000000,7368356.2,4610177.316,10300000,3,1,0,0,0,544,512,0.141667047,0.133333691,0,701,164.6470588,275.853154,76094.96257,0,1,0,0,1,0,0,0,0,169.6363636,206.1764706,87.0,544,0,0,0,0,0,0,17,3505,16,1392,1799,16271,4,32,250085.9167,2203.011223,255862,247441,9749887.25,395548.3053,10000000,9201799,BENIGN
37661,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.15254,16949.15254,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
18350,92,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,130434.7826,21739.13043,92.0,0.0,92,92,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10869.56522,10869.56522,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
389,424,10,4,165,326,79,0,16.5,33.01262385,163,0,81.5,94.10809388,1158018.868,33018.86792,32.61538462,31.75305356,96,1,424,47.11111111,49.37976419,121,1,276,92.0,117.3584253,225,3,0,0,0,0,336,144,23584.90566,9433.962264,0,163,32.73333333,59.52006464,3542.638095,0,0,0,1,0,0,0,0,0,35.07142857,16.5,81.5,336,0,0,0,0,0,0,10,165,4,326,29200,2081,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4606,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,3907.946157,651.3243595,2303.0,3194.708437,4562,44,4606,2303.0,3194.708437,4562,44,0,0.0,0.0,0,0,0,0,0,0,60,0,651.3243595,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,58974,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,2000.881744,33.91324991,58974.0,0.0,58974,58974,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.95662495,16.95662495,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49304,294,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,40816.32653,6802.721088,294.0,0.0,294,294,294,294.0,0.0,294,294,0,0.0,0.0,0,0,0,0,0,0,40,0,6802.721088,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,127,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50991892,2,2,91,155,50,41,45.5,6.363961031,89,66,77.5,16.26345597,4.82429638,0.078443844,17000000.0,29300000.0,50800000,57352,50900000,50900000.0,0.0,50900000,50900000,50900000,50900000.0,0.0,50900000,50900000,0,0,0,0,64,52,0.039221922,0.039221922,41,89,59.2,18.93937697,358.7,0,0,0,0,0,0,0,0,1,74.0,45.5,77.5,64,0,0,0,0,0,0,2,91,2,155,-1,-1,1,32,57352.0,0.0,57352,57352,50800000.0,0.0,50800000,50800000,BENIGN
53,52082,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,1804.846204,38.40098307,52082.0,0.0,52082,52082,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.20049153,19.20049153,39,55,44.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,32,0,0,0,0,0,0,1,39,1,55,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,170,2,2,134,230,67,67,67.0,0.0,115,115,115.0,0.0,2141176.471,23529.41176,56.66666667,58.48361594,119,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11764.70588,11764.70588,67,115,86.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,107.75,67.0,115.0,40,0,0,0,0,0,0,2,134,2,230,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,190,2,2,88,150,44,44,44.0,0.0,75,75,75.0,0.0,1252631.579,21052.63158,63.33333333,103.6355795,183,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,10526.31579,10526.31579,44,75,56.4,16.97939928,288.3,0,0,0,0,0,0,0,0,1,70.5,44.0,75.0,64,0,0,0,0,0,0,2,88,2,150,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,280739,2,2,66,268,33,33,33.0,0.0,134,134,134.0,0.0,1189.717139,14.24810945,93579.66667,162039.7054,280687,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,64,7.124054727,7.124054727,33,134,73.4,55.31997831,3060.3,0,0,0,0,0,0,0,0,1,91.75,33.0,134.0,40,0,0,0,0,0,0,2,66,2,268,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,144,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1166666.667,27777.77778,48.0,76.21023553,136,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,13888.88889,13888.88889,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,64,0,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,52,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,230769.2308,38461.53846,52.0,0.0,52,52,52,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0,0,0,40,0,38461.53846,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39688,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4361,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,32543,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,368.742894,61.457149,32543.0,0.0,32543,32543,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30.7285745,30.7285745,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,237,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
