 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,61141645,15,15,688,4292,363,0,45.86666667,105.454707,1448,0,286.1333333,507.4196441,81.45021286,0.490663933,2108332.586,4175283.792,10200000,3,51100000,3646884.929,5050893.169,10200000,3,61100000,4365465.357,5209143.97,10200000,4,0,0,0,0,488,488,0.245331966,0.245331966,0,1448,160.6451613,375.0539115,140665.4366,0,0,0,1,0,0,0,0,1,166.0,45.86666667,286.1333333,488,0,0,0,0,0,0,15,688,15,4292,29200,65,3,32,49756.66667,61034.19499,174342,24704,10100000.0,92066.64318,10200000,10000000,BENIGN
443,1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,64165,5001,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,134826,20,25,176,440,43,0,8.8,12.68069399,52,0,17.6,16.1606518,4568.851705,333.7635174,3064.227273,12843.52309,73582,1,134720,7090.526316,26903.25353,117426,1,134695,5612.291667,17142.21007,73582,1,0,0,0,0,656,816,148.3393411,185.4241763,0,52,13.39130435,15.17816891,230.3768116,0,0,0,1,0,0,0,0,1,13.68888889,8.8,17.6,656,0,0,0,0,0,0,20,176,25,440,29200,227,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,200,2,2,76,282,38,38,38.0,0.0,141,141,141.0,0.0,1790000.0,20000.0,66.66666667,73.79250188,148,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,10000.0,10000.0,38,141,79.2,56.41542342,3182.7,0,0,0,0,0,0,0,0,1,99.0,38.0,141.0,64,0,0,0,0,0,0,2,76,2,282,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2521187,14,9,1511,7279,517,0,107.9285714,191.4714135,2166,0,808.7777778,821.0130599,3486.453008,9.122687052,114599.4091,240517.2258,961824,16,2521187,193937.4615,291025.51,961824,16,2294978,286872.25,405005.0298,1001888,17,0,0,0,0,456,296,5.552939945,3.569747107,0,2166,366.25,615.0267757,378257.9348,0,0,0,1,0,0,0,0,0,382.173913,107.9285714,808.7777778,456,0,0,0,0,0,0,14,1511,9,7279,29200,71,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47796,1,1,92,174,92,92,92.0,0.0,174,174,174.0,0.0,5565.319274,41.84450582,47796.0,0.0,47796,47796,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.92225291,20.92225291,92,174,119.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,179.0,92.0,174.0,32,0,0,0,0,0,0,1,92,1,174,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30788265,12,13,1251,4795,861,0,104.25,247.9582535,1460,0,368.8461538,548.7588794,196.3735209,0.811997688,1282844.375,3348236.363,10000000,3,20900000,1900633.545,4018336.589,10000000,239,30800000,2562664.167,4472269.826,10000000,3,0,0,0,0,272,272,0.38975889,0.422238798,0,1460,232.5384615,437.4040906,191322.3385,0,0,0,1,0,0,0,0,1,241.84,104.25,368.8461538,272,0,0,0,0,0,0,12,1251,13,4795,29200,63,10,20,310709.6667,475387.6255,859640,36138,9952044.333,92772.48317,10000000,9845155,BENIGN
443,60420671,14,13,1352,4818,492,0,96.57142857,176.5279295,1858,0,370.6153846,632.3638903,102.1173697,0.446866934,2323871.962,4258928.413,10000000,20,60400000,4647743.923,5148932.307,10100000,9417,60400000,5030755.167,5205825.192,10100000,221,0,0,0,0,292,332,0.231708781,0.215158153,0,1858,220.3571429,461.8923407,213344.5344,0,0,0,1,0,0,0,0,0,228.5185185,96.57142857,370.6153846,292,0,0,0,0,0,0,14,1352,13,4818,8192,118,13,20,121878.6667,174414.1253,477900,50624,9948108.667,81089.6898,10000000,9832941,BENIGN
53,23420,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,4099.060632,85.3970965,23420.0,0.0,23420,23420,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.69854825,42.69854825,40,56,45.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,32,0,0,0,0,0,0,1,40,1,56,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,25382356,12,9,1738,7091,424,0,144.8333333,206.1851918,1770,0,787.8888889,931.4781861,347.8400508,0.827346366,1269117.8,3122197.682,10000000,75,21300000,1933396.182,4003308.939,10000000,24274,25400000,3169769.625,4444523.106,10000000,952,0,0,0,0,252,216,0.472769352,0.354577014,0,1770,401.3181818,679.7846568,462107.1797,0,0,0,1,0,0,0,0,0,420.4285714,144.8333333,787.8888889,252,0,0,0,0,0,0,12,1738,9,7091,8192,1047,11,20,633435.5,846796.4329,1232211,34660,10000000.0,43.13351365,10000000,10000000,BENIGN
53,162,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1185185.185,24691.35802,54.0,88.33459119,156,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12345.67901,12345.67901,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49802,99882802,6,5,11595,377,4344,0,1932.5,2181.008184,365,0,75.4,161.9191156,119.8604741,0.110129069,9988280.2,31500000.0,99700000,3,99900000,20000000.0,44600000.0,99700000,163,99700000,24900000.0,49900000.0,99700000,3,0,0,0,0,200,144,0.060070401,0.050058668,0,4344,997.6666667,1767.909723,3125504.788,0,0,0,0,1,0,0,0,0,1088.363636,1932.5,75.4,200,0,0,0,0,0,0,6,11595,5,377,235,229,3,32,11952.0,0.0,11952,11952,99700000.0,0.0,99700000,99700000,BENIGN
443,5638830,8,5,369,3009,188,0,46.125,71.01798062,1492,0,601.8,798.3553094,599.0604434,2.305442796,469902.5,1532776.379,5335795,4,5638830,805547.1429,1998249.221,5335795,4,179670,44917.5,50627.66235,93559,247,0,0,0,0,172,112,1.418734028,0.886708768,0,1492,241.2857143,526.0566551,276735.6044,0,0,0,1,0,0,0,0,0,259.8461538,46.125,601.8,172,0,0,0,0,0,0,8,369,5,3009,8192,62,7,20,303031.0,0.0,303031,303031,5335795.0,0.0,5335795,5335795,BENIGN
443,142,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,84507.04225,14084.50704,142.0,0.0,142,142,142,142.0,0.0,142,142,0,0.0,0.0,0,0,0,0,0,0,40,0,14084.50704,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47487,2,2,68,428,34,34,34.0,0.0,214,214,214.0,0.0,10444.96388,84.23357972,15829.0,27411.43608,47481,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,42.11678986,42.11678986,34,214,106.0,98.59006035,9720.0,0,0,0,0,0,0,0,0,1,132.5,34.0,214.0,64,0,0,0,0,0,0,2,68,2,428,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,110909938,35,44,36103,10009,3074,0,1031.514286,1351.107702,1460,0,227.4772727,361.8938871,415.760759,0.712289642,1421922.282,3377282.035,10000000,3,111000000,3261101.294,4535295.103,10000000,3,111000000,2578547.14,4260336.075,10000000,3,0,0,0,0,712,988,0.31557136,0.396718281,0,3074,576.4,1010.307267,1020720.775,0,0,0,1,0,0,0,0,1,583.6962025,1031.514286,227.4772727,712,0,0,0,0,0,0,35,36103,44,10009,8192,3410,34,20,572442.9091,1726784.942,5778175,32489,9507324.727,1480772.171,10000000,5047102,BENIGN
53,23947,2,2,82,226,41,41,41.0,0.0,113,113,113.0,0.0,12861.73633,167.0355368,7982.333333,13822.34283,23943,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,83.51776841,83.51776841,41,113,69.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,87.25,41.0,113.0,64,0,0,0,0,0,0,2,82,2,226,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43267,54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,310,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,137782,1,1,45,173,45,45,45.0,0.0,173,173,173.0,0.0,1582.209577,14.5156842,137782.0,0.0,137782,137782,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7.257842098,7.257842098,45,173,87.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,131.5,45.0,173.0,20,0,0,0,0,0,0,1,45,1,173,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
40766,91,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10989.01099,10989.01099,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,351,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1465488,35,40,2686,6718,408,0,76.74285714,105.4269591,976,0,167.95,324.0548347,6416.975096,51.17749173,19803.89189,115077.0513,968069,0,1465488,43102.58824,181134.9997,1010425,3,497315,12751.66667,37228.51517,208277,0,0,0,0,0,724,824,23.88282947,27.29466226,0,976,123.7368421,248.8413882,61922.03649,0,0,0,1,0,0,0,0,1,125.3866667,76.74285714,167.95,724,0,0,0,0,0,0,35,2686,40,6718,8192,245,33,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24173,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,6453.481157,165.4738758,8057.666667,13951.0919,24167,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,82.73693791,82.73693791,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31219,2,2,64,276,32,32,32.0,0.0,138,138,138.0,0.0,10890.80368,128.1271021,10406.33333,18021.69998,31216,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,40,64.06355104,64.06355104,32,138,74.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,93.0,32.0,138.0,64,0,0,0,0,0,0,2,64,2,276,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50756,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,17777,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61580,1,1,46,78,46,46,46.0,0.0,78,78,78.0,0.0,2013.640792,32.4780773,61580.0,0.0,61580,61580,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.23903865,16.23903865,46,78,56.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,85.0,46.0,78.0,32,0,0,0,0,0,0,1,46,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24249,1,1,42,127,42,42,42.0,0.0,127,127,127.0,0.0,6969.359561,82.47762794,24249.0,0.0,24249,24249,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,41.23881397,41.23881397,42,127,70.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,105.5,42.0,127.0,32,0,0,0,0,0,0,1,42,1,127,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,192,2,2,78,276,39,39,39.0,0.0,138,138,138.0,0.0,1843750.0,20833.33333,64.0,70.37755324,141,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10416.66667,10416.66667,39,138,78.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,98.25,39.0,138.0,40,0,0,0,0,0,0,2,78,2,276,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,71915,2,2,68,370,34,34,34.0,0.0,185,185,185.0,0.0,6090.523535,55.6212195,23971.66667,41509.75241,71903,3,3,3.0,0.0,3,3,9,9.0,0.0,9,9,0,0,0,0,64,64,27.81060975,27.81060975,34,185,94.4,82.70610618,6840.3,0,0,0,0,0,0,0,0,1,118.0,34.0,185.0,64,0,0,0,0,0,0,2,68,2,370,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115653982,18,15,956,1498,433,0,53.11111111,138.2120659,746,0,99.86666667,262.3339929,21.21846527,0.285333885,3614186.937,4761624.304,10000000,133,116000000,6803175.412,4624054.304,10100000,329,111000000,7929558.714,4195968.777,10100000,20731,0,0,0,0,372,444,0.155636665,0.12969722,0,746,72.17647059,199.352356,39741.36185,0,0,0,1,0,0,0,0,0,74.36363636,53.11111111,99.86666667,372,0,0,0,0,0,0,18,956,15,1498,8192,351,17,20,94563.45455,185778.6033,654541,36177,9997586.182,17782.86527,10000000,9947880,BENIGN
53,55112,2,2,86,248,43,43,43.0,0.0,124,124,124.0,0.0,6060.386123,72.57947452,18370.66667,31774.76871,55061,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,112,40,36.28973726,36.28973726,43,124,75.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,94.25,43.0,124.0,112,0,0,0,0,0,0,2,86,2,248,-1,-1,1,56,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115758489,25,21,1432,9348,581,0,57.28,151.9442113,2759,0,445.1428571,760.4294369,93.12491976,0.397379064,2572410.867,4412214.052,10200000,4,116000000,4823270.375,5111441.559,10200000,4,113000000,5627552.8,5211544.208,10200000,165,0,0,0,0,808,680,0.215966883,0.181412181,0,2759,229.3617021,549.5027169,301953.2359,0,0,0,1,0,0,0,0,0,234.3478261,57.28,445.1428571,808,0,0,0,0,0,0,25,1432,21,9348,29200,1012,5,32,33116.54545,32741.86429,131836,23053,10200000.0,59560.09058,10200000,10000000,BENIGN
53,277,2,2,88,662,44,44,44.0,0.0,331,331,331.0,0.0,2707581.227,14440.43321,92.33333333,152.9978213,269,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,7220.216606,7220.216606,44,331,158.8,157.196374,24710.7,0,0,0,0,0,0,0,0,1,198.5,44.0,331.0,64,0,0,0,0,0,0,2,88,2,662,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,181,2,2,90,222,45,45,45.0,0.0,111,111,111.0,0.0,1723756.906,22099.44751,60.33333333,64.39202849,130,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,11049.72376,11049.72376,45,111,71.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,89.25,45.0,111.0,40,0,0,0,0,0,0,2,90,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30501,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,5934.231665,65.5716206,30501.0,0.0,30501,30501,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.7858103,32.7858103,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,20,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,16103279,13,11,3091,4424,1884,0,237.7692308,542.2276819,3056,0,402.1818182,916.0465947,466.6751411,1.490379692,700142.5652,2294061.193,10100000,22,16100000,1341939.917,3101545.571,10100000,48,11000000,1101148.1,3174601.563,10100000,993,0,0,0,0,272,228,0.807289,0.683090692,0,3056,300.6,712.236267,507280.5,0,0,0,1,0,0,0,0,0,313.125,237.7692308,402.1818182,272,0,0,0,0,0,0,13,3091,11,4424,8192,7398,12,20,496215.0,652696.3286,957741,34689,7555400.5,3552703.166,10100000,5043260,BENIGN
53,30558,1,1,66,98,66,66,66.0,0.0,98,98,98.0,0.0,5366.84338,65.44930951,30558.0,0.0,30558,30558,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,32.72465475,32.72465475,66,98,76.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,115.0,66.0,98.0,40,0,0,0,0,0,0,1,66,1,98,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,15192194,5,6,597,3738,597,0,119.4,266.9865165,1408,0,623.0,705.1578547,285.3439075,0.724056051,1519219.4,4736843.76,15000000,4,191974,47993.5,37688.93463,92003,4,15100000,3028984.2,6692449.743,15000000,49,0,0,0,0,172,200,0.329116387,0.394939664,0,1408,361.25,572.5066296,327763.8409,0,0,0,1,0,0,0,0,1,394.0909091,119.4,623.0,172,0,0,0,0,0,0,5,597,6,3738,65535,230,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,128578,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,93.32856321,15.55476053,128578.0,0.0,128578,128578,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7.777380267,7.777380267,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,258,61,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30410866,9,11,822,5181,466,0,91.33333333,157.3753475,1460,0,471.0,645.6638444,197.396549,0.657659667,1600571.895,3706139.613,9999866,4,20500000,2564023.375,4620805.703,10100000,8072,30300000,3030713.9,4809994.85,10100000,4,0,0,0,0,192,256,0.29594685,0.361712817,0,1460,285.8571429,508.2460315,258314.0286,0,0,0,1,0,0,0,0,1,300.15,91.33333333,471.0,192,0,0,0,0,0,0,9,822,11,5181,8192,245,8,20,206716.0,177659.7155,411859,103658,9930238.0,117957.3999,9999866,9794044,BENIGN
443,118414217,28,31,1740,33199,418,0,62.14285714,101.2853374,2933,0,1070.935484,790.6877991,295.0574761,0.498250983,2041624.431,10700000.0,58600000,13,118000000,4385711.741,15500000.0,58600000,26,118000000,3944548.4,14800000.0,58700000,49,0,0,0,0,572,632,0.236458094,0.261792889,0,2933,582.3166667,763.0131503,582189.0675,0,0,0,1,0,0,0,0,1,592.1864407,62.14285714,1070.935484,572,0,0,0,0,0,0,28,1740,31,33199,8192,70,27,20,868367.0,1136870.726,1672256,64478,58300000.0,490194.705,58600000,58000000,BENIGN
32834,2,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,15500000.0,1500000.0,1.0,0.0,1,1,2,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,96,0,1500000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,1006,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
